timestamp,gpu_index,memory_used_mib,memory_total_mib,gpu_utilization_percent,power_watts
2026/09/11 15:35:23.791, 0, 0, 97871, 0, 74.47
2026/09/11 15:35:23.794, 1, 0, 97871, 0, 76.36
2026/09/11 15:35:23.797, 2, 0, 97871, 0, 75.16
2026/09/11 15:35:23.801, 3, 0, 97871, 0, 75.29
2026/09/11 15:35:24.004, 0, 0, 97871, 0, 74.46
2026/09/11 15:35:24.004, 1, 0, 97871, 0, 76.36
2026/09/11 15:35:24.004, 2, 0, 97871, 0, 75.08
2026/09/11 15:35:24.004, 3, 0, 97871, 0, 75.30
2026/09/11 15:35:24.204, 0, 0, 97871, 0, 74.46
2026/09/11 15:35:24.205, 1, 0, 97871, 0, 76.33
2026/09/11 15:35:24.205, 2, 0, 97871, 0, 75.05
2026/09/11 15:35:24.205, 3, 0, 97871, 0, 75.28
2026/09/11 15:35:24.405, 0, 0, 97871, 0, 74.44
2026/09/11 15:35:24.405, 1, 0, 97871, 0, 76.34
2026/09/11 15:35:24.405, 2, 0, 97871, 0, 75.06
2026/09/11 15:35:24.405, 3, 0, 97871, 0, 75.24
2026/09/11 15:35:24.605, 0, 0, 97871, 0, 74.42
2026/09/11 15:35:24.605, 1, 0, 97871, 0, 76.34
2026/09/11 15:35:24.605, 2, 0, 97871, 0, 75.07
2026/09/11 15:35:24.605, 3, 0, 97871, 0, 75.29
2026/09/11 15:35:24.805, 0, 0, 97871, 0, 74.43
2026/09/11 15:35:24.805, 1, 0, 97871, 0, 76.33
2026/09/11 15:35:24.805, 2, 0, 97871, 0, 75.07
2026/09/11 15:35:24.805, 3, 0, 97871, 0, 75.32
2026/09/11 15:35:25.005, 0, 0, 97871, 0, 74.43
2026/09/11 15:35:25.005, 1, 0, 97871, 0, 76.32
2026/09/11 15:35:25.005, 2, 0, 97871, 0, 75.05
2026/09/11 15:35:25.005, 3, 0, 97871, 0, 75.23
2026/09/11 15:35:25.205, 0, 0, 97871, 0, 74.39
2026/09/11 15:35:25.205, 1, 0, 97871, 0, 76.33
2026/09/11 15:35:25.205, 2, 0, 97871, 0, 75.04
2026/09/11 15:35:25.205, 3, 0, 97871, 0, 75.26
2026/09/11 15:35:25.406, 0, 0, 97871, 0, 74.40
2026/09/11 15:35:25.406, 1, 0, 97871, 0, 76.30
2026/09/11 15:35:25.406, 2, 0, 97871, 0, 75.06
2026/09/11 15:35:25.406, 3, 0, 97871, 0, 75.29
2026/09/11 15:35:25.606, 0, 0, 97871, 0, 74.42
2026/09/11 15:35:25.606, 1, 0, 97871, 0, 76.31
2026/09/11 15:35:25.606, 2, 0, 97871, 0, 75.05
2026/09/11 15:35:25.606, 3, 0, 97871, 0, 75.25
2026/09/11 15:35:25.806, 0, 0, 97871, 0, 74.38
2026/09/11 15:35:25.806, 1, 0, 97871, 0, 76.30
2026/09/11 15:35:25.806, 2, 0, 97871, 0, 75.05
2026/09/11 15:35:25.806, 3, 0, 97871, 0, 75.17
2026/09/11 15:35:26.006, 0, 0, 97871, 0, 74.39
2026/09/11 15:35:26.006, 1, 0, 97871, 0, 76.30
2026/09/11 15:35:26.006, 2, 0, 97871, 0, 75.04
2026/09/11 15:35:26.006, 3, 0, 97871, 0, 75.25
2026/09/11 15:35:26.206, 0, 0, 97871, 0, 74.39
2026/09/11 15:35:26.206, 1, 0, 97871, 0, 76.26
2026/09/11 15:35:26.206, 2, 0, 97871, 0, 75.04
2026/09/11 15:35:26.206, 3, 0, 97871, 0, 75.26
2026/09/11 15:35:26.406, 0, 0, 97871, 0, 74.38
2026/09/11 15:35:26.406, 1, 0, 97871, 0, 76.26
2026/09/11 15:35:26.406, 2, 0, 97871, 0, 75.00
2026/09/11 15:35:26.407, 3, 0, 97871, 0, 75.18
2026/09/11 15:35:26.607, 0, 0, 97871, 0, 74.36
2026/09/11 15:35:26.607, 1, 0, 97871, 0, 76.23
2026/09/11 15:35:26.607, 2, 0, 97871, 0, 74.96
2026/09/11 15:35:26.607, 3, 0, 97871, 0, 75.20
2026/09/11 15:35:26.807, 0, 0, 97871, 0, 74.38
2026/09/11 15:35:26.807, 1, 0, 97871, 0, 76.24
2026/09/11 15:35:26.807, 2, 0, 97871, 0, 74.93
2026/09/11 15:35:26.807, 3, 0, 97871, 0, 75.24
2026/09/11 15:35:27.007, 0, 0, 97871, 0, 74.36
2026/09/11 15:35:27.007, 1, 0, 97871, 0, 76.21
2026/09/11 15:35:27.007, 2, 0, 97871, 0, 74.90
2026/09/11 15:35:27.007, 3, 0, 97871, 0, 75.22
2026/09/11 15:35:27.207, 0, 0, 97871, 0, 74.40
2026/09/11 15:35:27.207, 1, 0, 97871, 0, 76.23
2026/09/11 15:35:27.207, 2, 0, 97871, 0, 74.91
2026/09/11 15:35:27.207, 3, 0, 97871, 0, 75.15
2026/09/11 15:35:27.407, 0, 0, 97871, 0, 74.36
2026/09/11 15:35:27.407, 1, 0, 97871, 0, 76.20
2026/09/11 15:35:27.407, 2, 0, 97871, 0, 74.89
2026/09/11 15:35:27.407, 3, 0, 97871, 0, 75.25
2026/09/11 15:35:27.607, 0, 0, 97871, 0, 74.39
2026/09/11 15:35:27.608, 1, 0, 97871, 0, 76.21
2026/09/11 15:35:27.608, 2, 0, 97871, 0, 74.94
2026/09/11 15:35:27.608, 3, 0, 97871, 0, 75.28
2026/09/11 15:35:27.808, 0, 0, 97871, 0, 74.40
2026/09/11 15:35:27.808, 1, 0, 97871, 0, 76.19
2026/09/11 15:35:27.808, 2, 0, 97871, 0, 74.94
2026/09/11 15:35:27.808, 3, 0, 97871, 0, 75.22
2026/09/11 15:35:28.008, 0, 0, 97871, 0, 74.40
2026/09/11 15:35:28.008, 1, 0, 97871, 0, 76.18
2026/09/11 15:35:28.008, 2, 0, 97871, 0, 74.94
2026/09/11 15:35:28.008, 3, 0, 97871, 0, 75.22
2026/09/11 15:35:28.208, 0, 0, 97871, 0, 74.34
2026/09/11 15:35:28.208, 1, 0, 97871, 0, 76.16
2026/09/11 15:35:28.208, 2, 0, 97871, 0, 74.93
2026/09/11 15:35:28.208, 3, 0, 97871, 0, 75.28
2026/09/11 15:35:28.408, 0, 0, 97871, 0, 74.36
2026/09/11 15:35:28.408, 1, 0, 97871, 0, 76.13
2026/09/11 15:35:28.408, 2, 0, 97871, 0, 74.91
2026/09/11 15:35:28.408, 3, 0, 97871, 0, 75.28
2026/09/11 15:35:28.608, 0, 0, 97871, 0, 74.31
2026/09/11 15:35:28.608, 1, 0, 97871, 0, 76.10
2026/09/11 15:35:28.608, 2, 0, 97871, 0, 74.88
2026/09/11 15:35:28.608, 3, 0, 97871, 0, 75.18
2026/09/11 15:35:28.809, 0, 0, 97871, 0, 74.34
2026/09/11 15:35:28.809, 1, 0, 97871, 0, 76.09
2026/09/11 15:35:28.809, 2, 0, 97871, 0, 74.88
2026/09/11 15:35:28.809, 3, 0, 97871, 0, 75.23
2026/09/11 15:35:29.009, 0, 0, 97871, 0, 74.34
2026/09/11 15:35:29.009, 1, 0, 97871, 0, 76.07
2026/09/11 15:35:29.009, 2, 0, 97871, 0, 74.88
2026/09/11 15:35:29.009, 3, 0, 97871, 0, 75.25
2026/09/11 15:35:29.209, 0, 0, 97871, 0, 74.34
2026/09/11 15:35:29.210, 1, 0, 97871, 0, 76.07
2026/09/11 15:35:29.210, 2, 0, 97871, 0, 74.86
