timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_watts
2026/09/26 00:54:24.726, 0, 0, 97871, 0, 74.36
2026/09/26 00:54:24.729, 1, 0, 97871, 0, 78.06
2026/09/26 00:54:24.732, 2, 0, 97871, 0, 77.23
2026/09/26 00:54:24.736, 3, 0, 97871, 0, 111.33
2026/09/26 00:54:24.939, 0, 0, 97871, 0, 74.18
2026/09/26 00:54:24.940, 1, 0, 97871, 0, 77.88
2026/09/26 00:54:24.940, 2, 0, 97871, 0, 76.99
2026/09/26 00:54:24.940, 3, 0, 97871, 0, 101.65
2026/09/26 00:54:25.140, 0, 0, 97871, 0, 74.07
2026/09/26 00:54:25.140, 1, 0, 97871, 0, 77.64
2026/09/26 00:54:25.140, 2, 0, 97871, 0, 76.75
2026/09/26 00:54:25.140, 3, 0, 97871, 0, 91.93
2026/09/26 00:54:25.340, 0, 0, 97871, 0, 73.99
2026/09/26 00:54:25.340, 1, 0, 97871, 0, 77.42
2026/09/26 00:54:25.340, 2, 0, 97871, 0, 76.43
2026/09/26 00:54:25.340, 3, 0, 97871, 0, 82.17
2026/09/26 00:54:25.540, 0, 0, 97871, 0, 73.92
2026/09/26 00:54:25.540, 1, 0, 97871, 0, 77.22
2026/09/26 00:54:25.540, 2, 0, 97871, 0, 76.19
2026/09/26 00:54:25.540, 3, 0, 97871, 0, 78.46
2026/09/26 00:54:25.740, 0, 0, 97871, 0, 73.88
2026/09/26 00:54:25.740, 1, 0, 97871, 0, 77.03
2026/09/26 00:54:25.740, 2, 0, 97871, 0, 76.04
2026/09/26 00:54:25.740, 3, 0, 97871, 0, 78.20
2026/09/26 00:54:25.940, 0, 0, 97871, 0, 73.86
2026/09/26 00:54:25.940, 1, 0, 97871, 0, 76.88
2026/09/26 00:54:25.940, 2, 0, 97871, 0, 75.83
2026/09/26 00:54:25.940, 3, 0, 97871, 0, 77.97
2026/09/26 00:54:26.140, 0, 0, 97871, 0, 73.83
2026/09/26 00:54:26.140, 1, 0, 97871, 0, 76.79
2026/09/26 00:54:26.141, 2, 0, 97871, 0, 75.66
2026/09/26 00:54:26.141, 3, 0, 97871, 0, 77.76
2026/09/26 00:54:26.341, 0, 0, 97871, 0, 73.80
2026/09/26 00:54:26.341, 1, 0, 97871, 0, 76.74
2026/09/26 00:54:26.341, 2, 0, 97871, 0, 75.63
2026/09/26 00:54:26.341, 3, 0, 97871, 0, 77.57
2026/09/26 00:54:26.541, 0, 0, 97871, 0, 73.80
2026/09/26 00:54:26.541, 1, 0, 97871, 0, 76.71
2026/09/26 00:54:26.541, 2, 0, 97871, 0, 75.62
2026/09/26 00:54:26.541, 3, 0, 97871, 0, 77.42
2026/09/26 00:54:26.741, 0, 0, 97871, 0, 73.78
2026/09/26 00:54:26.741, 1, 0, 97871, 0, 76.69
2026/09/26 00:54:26.741, 2, 0, 97871, 0, 75.54
2026/09/26 00:54:26.741, 3, 0, 97871, 0, 77.32
2026/09/26 00:54:26.941, 0, 0, 97871, 0, 73.76
2026/09/26 00:54:26.941, 1, 0, 97871, 0, 76.68
2026/09/26 00:54:26.941, 2, 0, 97871, 0, 75.54
2026/09/26 00:54:26.941, 3, 0, 97871, 0, 77.25
