timestamp,gpu_index,memory_used_mib,memory_total_mib,gpu_utilization_percent,power_watts
2026/09/11 16:08:19.678, 0, 0, 97871, 0, 100.16
2026/09/11 16:08:19.681, 1, 0, 97871, 0, 95.21
2026/09/11 16:08:19.685, 2, 0, 97871, 0, 90.57
2026/09/11 16:08:19.688, 3, 0, 97871, 0, 86.60
2026/09/11 16:08:19.892, 0, 0, 97871, 0, 90.85
2026/09/11 16:08:19.892, 1, 0, 97871, 0, 86.30
2026/09/11 16:08:19.892, 2, 0, 97871, 0, 81.25
2026/09/11 16:08:19.892, 3, 0, 97871, 0, 76.99
2026/09/11 16:08:20.092, 0, 0, 97871, 0, 80.68
2026/09/11 16:08:20.092, 1, 0, 97871, 0, 76.06
2026/09/11 16:08:20.092, 2, 0, 97871, 0, 74.67
2026/09/11 16:08:20.092, 3, 0, 97871, 0, 75.47
2026/09/11 16:08:20.292, 0, 0, 97871, 0, 73.94
2026/09/11 16:08:20.292, 1, 0, 97871, 0, 75.81
2026/09/11 16:08:20.292, 2, 0, 97871, 0, 74.64
2026/09/11 16:08:20.292, 3, 0, 97871, 0, 75.30
2026/09/11 16:08:20.492, 0, 0, 97871, 0, 73.91
2026/09/11 16:08:20.492, 1, 0, 97871, 0, 75.77
2026/09/11 16:08:20.492, 2, 0, 97871, 0, 74.61
2026/09/11 16:08:20.492, 3, 0, 97871, 0, 75.15
2026/09/11 16:08:20.692, 0, 0, 97871, 0, 73.86
2026/09/11 16:08:20.692, 1, 0, 97871, 0, 75.74
2026/09/11 16:08:20.692, 2, 0, 97871, 0, 74.61
2026/09/11 16:08:20.692, 3, 0, 97871, 0, 74.97
2026/09/11 16:08:20.892, 0, 0, 97871, 0, 73.84
2026/09/11 16:08:20.892, 1, 0, 97871, 0, 75.71
2026/09/11 16:08:20.892, 2, 0, 97871, 0, 74.60
2026/09/11 16:08:20.892, 3, 0, 97871, 0, 74.98
2026/09/11 16:08:21.092, 0, 0, 97871, 0, 73.86
2026/09/11 16:08:21.093, 1, 0, 97871, 0, 75.68
2026/09/11 16:08:21.093, 2, 0, 97871, 0, 74.64
2026/09/11 16:08:21.093, 3, 0, 97871, 0, 75.00
2026/09/11 16:08:21.293, 0, 0, 97871, 0, 73.87
2026/09/11 16:08:21.293, 1, 0, 97871, 0, 75.66
2026/09/11 16:08:21.293, 2, 0, 97871, 0, 74.63
2026/09/11 16:08:21.293, 3, 0, 97871, 0, 74.96
2026/09/11 16:08:21.493, 0, 0, 97871, 0, 73.83
2026/09/11 16:08:21.493, 1, 0, 97871, 0, 75.63
2026/09/11 16:08:21.493, 2, 0, 97871, 0, 74.64
2026/09/11 16:08:21.493, 3, 0, 97871, 0, 74.95
2026/09/11 16:08:21.693, 0, 0, 97871, 0, 73.85
2026/09/11 16:08:21.693, 1, 0, 97871, 0, 75.63
2026/09/11 16:08:21.693, 2, 0, 97871, 0, 74.62
