timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_watts
2026/09/26 00:37:43.665, 0, 0, 97871, 0, 75.32
2026/09/26 00:37:43.669, 1, 0, 97871, 0, 77.60
2026/09/26 00:37:43.672, 2, 0, 97871, 0, 75.74
2026/09/26 00:37:43.676, 3, 0, 97871, 0, 78.57
2026/09/26 00:37:43.879, 0, 0, 97871, 0, 75.03
2026/09/26 00:37:43.879, 1, 0, 97871, 0, 77.37
2026/09/26 00:37:43.879, 2, 0, 97871, 0, 75.60
2026/09/26 00:37:43.879, 3, 0, 97871, 0, 78.29
2026/09/26 00:37:44.079, 0, 0, 97871, 0, 74.77
2026/09/26 00:37:44.079, 1, 0, 97871, 0, 77.16
2026/09/26 00:37:44.079, 2, 0, 97871, 0, 75.56
2026/09/26 00:37:44.079, 3, 0, 97871, 0, 77.99
2026/09/26 00:37:44.280, 0, 0, 97871, 0, 74.53
2026/09/26 00:37:44.280, 1, 0, 97871, 0, 76.91
2026/09/26 00:37:44.280, 2, 0, 97871, 0, 75.53
2026/09/26 00:37:44.280, 3, 0, 97871, 0, 77.76
2026/09/26 00:37:44.480, 0, 0, 97871, 0, 74.31
2026/09/26 00:37:44.480, 1, 0, 97871, 0, 76.79
2026/09/26 00:37:44.480, 2, 0, 97871, 0, 75.51
2026/09/26 00:37:44.480, 3, 0, 97871, 0, 77.55
2026/09/26 00:37:44.680, 0, 0, 97871, 0, 74.13
2026/09/26 00:37:44.680, 1, 0, 97871, 0, 76.69
2026/09/26 00:37:44.680, 2, 0, 97871, 0, 75.47
2026/09/26 00:37:44.680, 3, 0, 97871, 0, 77.36
2026/09/26 00:37:44.880, 0, 0, 97871, 0, 73.99
2026/09/26 00:37:44.880, 1, 0, 97871, 0, 76.69
2026/09/26 00:37:44.880, 2, 0, 97871, 0, 75.50
2026/09/26 00:37:44.880, 3, 0, 97871, 0, 77.23
2026/09/26 00:37:45.080, 0, 0, 97871, 0, 73.87
2026/09/26 00:37:45.080, 1, 0, 97871, 0, 76.71
2026/09/26 00:37:45.080, 2, 0, 97871, 0, 75.52
2026/09/26 00:37:45.080, 3, 0, 97871, 0, 77.15
2026/09/26 00:37:45.280, 0, 0, 97871, 0, 73.81
2026/09/26 00:37:45.280, 1, 0, 97871, 0, 76.76
2026/09/26 00:37:45.280, 2, 0, 97871, 0, 75.47
2026/09/26 00:37:45.280, 3, 0, 97871, 0, 77.09
2026/09/26 00:37:45.481, 0, 0, 97871, 0, 73.79
2026/09/26 00:37:45.481, 1, 0, 97871, 0, 76.77
2026/09/26 00:37:45.481, 2, 0, 97871, 0, 75.46
2026/09/26 00:37:45.481, 3, 0, 97871, 0, 77.07
2026/09/26 00:37:45.681, 0, 0, 97871, 0, 73.77
2026/09/26 00:37:45.681, 1, 0, 97871, 0, 76.78
2026/09/26 00:37:45.681, 2, 0, 97871, 0, 75.49
2026/09/26 00:37:45.681, 3, 0, 97871, 0, 77.06
2026/09/26 00:37:45.881, 0, 0, 97871, 0, 73.77
2026/09/26 00:37:45.881, 1, 0, 97871, 0, 76.79
2026/09/26 00:37:45.881, 2, 0, 97871, 0, 75.48
2026/09/26 00:37:45.881, 3, 0, 97871, 0, 77.05
2026/09/26 00:37:46.081, 0, 0, 97871, 0, 73.76
2026/09/26 00:37:46.081, 1, 0, 97871, 0, 76.79
2026/09/26 00:37:46.081, 2, 0, 97871, 0, 75.43
2026/09/26 00:37:46.081, 3, 0, 97871, 0, 77.03
2026/09/26 00:37:46.281, 0, 0, 97871, 0, 73.76
2026/09/26 00:37:46.281, 1, 0, 97871, 0, 76.75
2026/09/26 00:37:46.281, 2, 0, 97871, 0, 75.45
2026/09/26 00:37:46.281, 3, 0, 97871, 0, 77.03
2026/09/26 00:37:46.481, 0, 0, 97871, 0, 73.74
2026/09/26 00:37:46.481, 1, 0, 97871, 0, 76.73
2026/09/26 00:37:46.481, 2, 0, 97871, 0, 75.47
2026/09/26 00:37:46.481, 3, 0, 97871, 0, 77.03
