timestamp,gpu_index,memory_used_mib,memory_total_mib,gpu_utilization_percent,power_watts
2026/09/11 12:13:10.690, 0, 0, 97871, 0, 74.49
2026/09/11 12:13:10.694, 1, 0, 97871, 0, 76.67
2026/09/11 12:13:10.697, 2, 0, 97871, 0, 75.26
2026/09/11 12:13:10.701, 3, 0, 97871, 0, 74.98
2026/09/11 12:13:10.904, 0, 0, 97871, 0, 74.35
2026/09/11 12:13:10.904, 1, 0, 97871, 0, 76.39
2026/09/11 12:13:10.904, 2, 0, 97871, 0, 75.10
2026/09/11 12:13:10.904, 3, 0, 97871, 0, 74.99
2026/09/11 12:13:11.104, 0, 0, 97871, 0, 74.23
2026/09/11 12:13:11.104, 1, 0, 97871, 0, 76.15
2026/09/11 12:13:11.105, 2, 0, 97871, 0, 74.91
2026/09/11 12:13:11.105, 3, 0, 97871, 0, 74.96
2026/09/11 12:13:11.305, 0, 0, 97871, 0, 74.18
2026/09/11 12:13:11.305, 1, 0, 97871, 0, 75.97
2026/09/11 12:13:11.305, 2, 0, 97871, 0, 74.82
2026/09/11 12:13:11.305, 3, 0, 97871, 0, 74.93
2026/09/11 12:13:11.505, 0, 0, 97871, 0, 74.19
2026/09/11 12:13:11.505, 1, 0, 97871, 0, 75.81
2026/09/11 12:13:11.505, 2, 0, 97871, 0, 74.73
2026/09/11 12:13:11.505, 3, 0, 97871, 0, 74.88
2026/09/11 12:13:11.705, 0, 0, 97871, 0, 74.15
2026/09/11 12:13:11.705, 1, 0, 97871, 0, 75.75
2026/09/11 12:13:11.705, 2, 0, 97871, 0, 74.72
2026/09/11 12:13:11.705, 3, 0, 97871, 0, 74.95
2026/09/11 12:13:11.906, 0, 0, 97871, 0, 74.16
2026/09/11 12:13:11.906, 1, 0, 97871, 0, 75.70
2026/09/11 12:13:11.906, 2, 0, 97871, 0, 74.69
2026/09/11 12:13:11.906, 3, 0, 97871, 0, 74.95
2026/09/11 12:13:12.106, 0, 0, 97871, 0, 74.19
2026/09/11 12:13:12.106, 1, 0, 97871, 0, 75.67
2026/09/11 12:13:12.106, 2, 0, 97871, 0, 74.71
2026/09/11 12:13:12.106, 3, 0, 97871, 0, 74.90
2026/09/11 12:13:12.306, 0, 0, 97871, 0, 74.15
2026/09/11 12:13:12.306, 1, 0, 97871, 0, 75.69
2026/09/11 12:13:12.306, 2, 0, 97871, 0, 74.68
2026/09/11 12:13:12.306, 3, 0, 97871, 0, 74.88
2026/09/11 12:13:12.507, 0, 0, 97871, 0, 74.10
2026/09/11 12:13:12.507, 1, 0, 97871, 0, 75.68
2026/09/11 12:13:12.507, 2, 0, 97871, 0, 74.66
2026/09/11 12:13:12.507, 3, 0, 97871, 0, 74.89
2026/09/11 12:13:12.707, 0, 0, 97871, 0, 74.11
2026/09/11 12:13:12.707, 1, 0, 97871, 0, 75.67
2026/09/11 12:13:12.707, 2, 0, 97871, 0, 74.65
2026/09/11 12:13:12.707, 3, 0, 97871, 0, 74.87
2026/09/11 12:13:12.907, 0, 0, 97871, 0, 74.07
2026/09/11 12:13:12.907, 1, 0, 97871, 0, 75.64
2026/09/11 12:13:12.907, 2, 0, 97871, 0, 74.66
2026/09/11 12:13:12.907, 3, 0, 97871, 0, 74.79
2026/09/11 12:13:13.107, 0, 0, 97871, 0, 74.04
2026/09/11 12:13:13.108, 1, 0, 97871, 0, 75.63
2026/09/11 12:13:13.108, 2, 0, 97871, 0, 74.64
2026/09/11 12:13:13.108, 3, 0, 97871, 0, 74.85
2026/09/11 12:13:13.308, 0, 0, 97871, 0, 74.05
2026/09/11 12:13:13.308, 1, 0, 97871, 0, 75.60
2026/09/11 12:13:13.308, 2, 0, 97871, 0, 74.66
2026/09/11 12:13:13.308, 3, 0, 97871, 0, 74.88
2026/09/11 12:13:13.508, 0, 0, 97871, 0, 74.05
2026/09/11 12:13:13.508, 1, 0, 97871, 0, 75.59
2026/09/11 12:13:13.508, 2, 0, 97871, 0, 74.67
2026/09/11 12:13:13.508, 3, 0, 97871, 0, 74.91
2026/09/11 12:13:13.708, 0, 0, 97871, 0, 74.02
2026/09/11 12:13:13.709, 1, 0, 97871, 0, 75.59
2026/09/11 12:13:13.709, 2, 0, 97871, 0, 74.68
2026/09/11 12:13:13.709, 3, 0, 97871, 0, 74.87
2026/09/11 12:13:13.909, 0, 0, 97871, 0, 74.05
2026/09/11 12:13:13.909, 1, 0, 97871, 0, 75.58
2026/09/11 12:13:13.909, 2, 0, 97871, 0, 74.67
2026/09/11 12:13:13.909, 3, 0, 97871, 0, 74.93
2026/09/11 12:13:14.109, 0, 0, 97871, 0, 74.03
2026/09/11 12:13:14.109, 1, 0, 97871, 0, 75.59
2026/09/11 12:13:14.109, 2, 0, 97871, 0, 74.67
2026/09/11 12:13:14.109, 3, 0, 97871, 0, 74.93
2026/09/11 12:13:14.309, 0, 0, 97871, 0, 74.00
2026/09/11 12:13:14.310, 1, 0, 97871, 0, 75.59
2026/09/11 12:13:14.310, 2, 0, 97871, 0, 74.65
2026/09/11 12:13:14.310, 3, 0, 97871, 0, 74.90
2026/09/11 12:13:14.510, 0, 0, 97871, 0, 74.00
2026/09/11 12:13:14.510, 1, 0, 97871, 0, 75.60
2026/09/11 12:13:14.510, 2, 0, 97871, 0, 74.61
2026/09/11 12:13:14.510, 3, 0, 97871, 0, 74.85
2026/09/11 12:13:14.710, 0, 0, 97871, 0, 74.02
2026/09/11 12:13:14.710, 1, 0, 97871, 0, 75.60
2026/09/11 12:13:14.710, 2, 0, 97871, 0, 74.60
2026/09/11 12:13:14.710, 3, 0, 97871, 0, 74.87
2026/09/11 12:13:14.910, 0, 0, 97871, 0, 74.00
2026/09/11 12:13:14.910, 1, 0, 97871, 0, 75.61
2026/09/11 12:13:14.910, 2, 0, 97871, 0, 74.60
2026/09/11 12:13:14.911, 3, 0, 97871, 0, 74.88
2026/09/11 12:13:15.111, 0, 0, 97871, 0, 74.01
2026/09/11 12:13:15.111, 1, 0, 97871, 0, 75.59
2026/09/11 12:13:15.111, 2, 0, 97871, 0, 74.62
2026/09/11 12:13:15.111, 3, 0, 97871, 0, 74.86
2026/09/11 12:13:15.311, 0, 0, 97871, 0, 74.01
2026/09/11 12:13:15.311, 1, 0, 97871, 0, 75.56
2026/09/11 12:13:15.311, 2, 0, 97871, 0, 74.63
2026/09/11 12:13:15.311, 3, 0, 97871, 0, 74.84
2026/09/11 12:13:15.511, 0, 0, 97871, 0, 74.01
2026/09/11 12:13:15.511, 1, 0, 97871, 0, 75.56
2026/09/11 12:13:15.511, 2, 0, 97871, 0, 74.66
2026/09/11 12:13:15.511, 3, 0, 97871, 0, 74.87
2026/09/11 12:13:15.712, 0, 0, 97871, 0, 74.00
2026/09/11 12:13:15.712, 1, 0, 97871, 0, 75.56
