timestamp,gpu_index,memory_used_mib,memory_total_mib,gpu_utilization_percent,power_watts
2026/09/22 23:14:30.168, 0, 0, 97871, 0, 74.69
2026/09/22 23:14:30.172, 1, 0, 97871, 0, 78.53
2026/09/22 23:14:30.175, 2, 0, 97871, 0, 75.89
2026/09/22 23:14:30.179, 3, 0, 97871, 0, 75.13
2026/09/22 23:14:30.382, 0, 0, 97871, 0, 74.75
2026/09/22 23:14:30.382, 1, 0, 97871, 0, 78.51
2026/09/22 23:14:30.382, 2, 0, 97871, 0, 75.85
2026/09/22 23:14:30.382, 3, 0, 97871, 0, 75.10
2026/09/22 23:14:30.582, 0, 0, 97871, 0, 74.83
2026/09/22 23:14:30.583, 1, 0, 97871, 0, 78.51
2026/09/22 23:14:30.583, 2, 0, 97871, 0, 75.81
2026/09/22 23:14:30.583, 3, 0, 97871, 0, 75.09
2026/09/22 23:14:30.783, 0, 0, 97871, 0, 74.83
2026/09/22 23:14:30.783, 1, 0, 97871, 0, 78.50
2026/09/22 23:14:30.783, 2, 0, 97871, 0, 75.80
2026/09/22 23:14:30.783, 3, 0, 97871, 0, 75.11
2026/09/22 23:14:30.983, 0, 0, 97871, 0, 74.82
2026/09/22 23:14:30.983, 1, 0, 97871, 0, 78.49
2026/09/22 23:14:30.983, 2, 0, 97871, 0, 75.78
2026/09/22 23:14:30.983, 3, 0, 97871, 0, 75.10
2026/09/22 23:14:31.183, 0, 0, 97871, 0, 74.82
2026/09/22 23:14:31.183, 1, 0, 97871, 0, 78.47
2026/09/22 23:14:31.183, 2, 0, 97871, 0, 75.75
2026/09/22 23:14:31.183, 3, 0, 97871, 0, 75.10
2026/09/22 23:14:31.383, 0, 0, 97871, 0, 74.81
2026/09/22 23:14:31.383, 1, 0, 97871, 0, 78.46
2026/09/22 23:14:31.383, 2, 0, 97871, 0, 75.74
2026/09/22 23:14:31.383, 3, 0, 97871, 0, 75.09
2026/09/22 23:14:31.583, 0, 0, 97871, 0, 74.81
