strategy,elapsed_seconds,gpu_index,memory_used_mib,memory_total_mib,gpu_utilization_percent,power_watts
padded,-123.82732152938843,0,0.0,97871.0,0.0,73.32
padded,-123.82332158088684,1,0.0,97871.0,0.0,74.57
padded,-123.820321559906,2,0.0,97871.0,0.0,73.49
padded,-123.81632161140442,3,0.0,97871.0,0.0,74.19
padded,-123.61332154273987,0,0.0,97871.0,0.0,73.33
padded,-123.61332154273987,1,0.0,97871.0,0.0,74.56
padded,-123.61232161521912,2,0.0,97871.0,0.0,73.52
padded,-123.61232161521912,3,0.0,97871.0,0.0,74.23
padded,-123.4123215675354,0,0.0,97871.0,0.0,73.29
padded,-123.4123215675354,1,0.0,97871.0,0.0,74.56
padded,-123.4123215675354,2,0.0,97871.0,0.0,73.54
padded,-123.4123215675354,3,0.0,97871.0,0.0,74.22
padded,-123.21232151985168,0,0.0,97871.0,0.0,73.27
padded,-123.21232151985168,1,0.0,97871.0,0.0,74.58
padded,-123.21232151985168,2,0.0,97871.0,0.0,73.55
padded,-123.21232151985168,3,0.0,97871.0,0.0,74.17
padded,-123.01232171058655,0,0.0,97871.0,0.0,73.29
padded,-123.01232171058655,1,0.0,97871.0,0.0,74.59
padded,-123.01232171058655,2,0.0,97871.0,0.0,73.56
padded,-123.01132154464722,3,0.0,97871.0,0.0,74.19
padded,-122.81132173538208,0,0.0,97871.0,0.0,73.3
padded,-122.81132173538208,1,0.0,97871.0,0.0,74.62
padded,-122.81132173538208,2,0.0,97871.0,0.0,73.55
padded,-122.81132173538208,3,0.0,97871.0,0.0,74.19
padded,-122.61132168769836,0,0.0,97871.0,0.0,73.26
padded,-122.61132168769836,1,0.0,97871.0,0.0,74.64
padded,-122.61132168769836,2,0.0,97871.0,0.0,73.55
padded,-122.61132168769836,3,0.0,97871.0,0.0,74.2
padded,-122.41132164001465,0,0.0,97871.0,0.0,73.25
padded,-122.41132164001465,1,0.0,97871.0,0.0,74.65
padded,-122.41132164001465,2,0.0,97871.0,0.0,73.55
padded,-122.41132164001465,3,0.0,97871.0,0.0,74.2
padded,-122.21032166481018,0,0.0,97871.0,0.0,73.27
padded,-122.21032166481018,1,0.0,97871.0,0.0,74.65
padded,-122.21032166481018,2,0.0,97871.0,0.0,73.54
padded,-122.21032166481018,3,0.0,97871.0,0.0,74.19
padded,-122.01032161712646,0,0.0,97871.0,0.0,73.26
padded,-122.01032161712646,1,0.0,97871.0,0.0,74.64
padded,-122.01032161712646,2,0.0,97871.0,0.0,73.52
padded,-122.01032161712646,3,0.0,97871.0,0.0,74.23
padded,-121.81032156944275,0,0.0,97871.0,0.0,73.24
padded,-121.81032156944275,1,0.0,97871.0,0.0,74.61
padded,-121.81032156944275,2,0.0,97871.0,0.0,73.53
padded,-121.81032156944275,3,0.0,97871.0,0.0,74.26
padded,-121.60932159423828,0,0.0,97871.0,0.0,73.28
padded,-121.60932159423828,1,0.0,97871.0,0.0,74.6
padded,-121.60932159423828,2,0.0,97871.0,0.0,73.52
padded,-121.60932159423828,3,0.0,97871.0,0.0,74.26
padded,-121.40932154655457,0,0.0,97871.0,0.0,73.32
padded,-121.40932154655457,1,0.0,97871.0,0.0,74.61
padded,-121.40932154655457,2,0.0,97871.0,0.0,73.51
padded,-121.40932154655457,3,0.0,97871.0,0.0,74.24
padded,-121.20932173728943,0,0.0,97871.0,0.0,73.3
padded,-121.20932173728943,1,0.0,97871.0,0.0,74.61
padded,-121.20932173728943,2,0.0,97871.0,0.0,73.51
padded,-121.20932173728943,3,0.0,97871.0,0.0,74.32
padded,-121.00932168960571,0,0.0,97871.0,0.0,73.3
padded,-121.00832152366638,1,0.0,97871.0,0.0,74.63
padded,-121.00832152366638,2,0.0,97871.0,0.0,73.51
padded,-121.00832152366638,3,0.0,97871.0,0.0,74.34
padded,-120.80832171440125,0,0.0,97871.0,0.0,73.31
padded,-120.80832171440125,1,0.0,97871.0,0.0,74.64
padded,-120.80832171440125,2,0.0,97871.0,0.0,73.5
padded,-120.80832171440125,3,0.0,97871.0,0.0,74.3
padded,-120.60832166671753,0,0.0,97871.0,0.0,73.3
padded,-120.60832166671753,1,0.0,97871.0,0.0,74.66
padded,-120.60832166671753,2,0.0,97871.0,0.0,73.52
padded,-120.60832166671753,3,0.0,97871.0,0.0,74.31
padded,-120.40832161903381,0,0.0,97871.0,0.0,73.29
padded,-120.40732169151306,1,0.0,97871.0,0.0,74.63
padded,-120.40732169151306,2,0.0,97871.0,0.0,73.54
padded,-120.40732169151306,3,0.0,97871.0,0.0,74.32
padded,-120.20732164382935,0,0.0,97871.0,0.0,73.31
padded,-120.20732164382935,1,0.0,97871.0,0.0,74.66
padded,-120.20732164382935,2,0.0,97871.0,0.0,73.57
padded,-120.20732164382935,3,0.0,97871.0,0.0,74.29
padded,-120.00732159614563,0,0.0,97871.0,0.0,73.34
padded,-120.00732159614563,1,0.0,97871.0,0.0,74.64
padded,-120.00732159614563,2,0.0,97871.0,0.0,73.58
padded,-120.00732159614563,3,0.0,97871.0,0.0,74.28
padded,-119.80732154846191,0,0.0,97871.0,0.0,73.4
padded,-119.80732154846191,1,0.0,97871.0,0.0,74.63
padded,-119.80732154846191,2,0.0,97871.0,0.0,73.58
padded,-119.80632162094116,3,0.0,97871.0,0.0,74.25
padded,-119.60632157325745,0,0.0,97871.0,0.0,73.37
padded,-119.60632157325745,1,0.0,97871.0,0.0,74.61
padded,-119.60632157325745,2,0.0,97871.0,0.0,73.57
padded,-119.60632157325745,3,0.0,97871.0,0.0,74.27
padded,-119.40632152557373,0,0.0,97871.0,0.0,73.35
padded,-119.40632152557373,1,0.0,97871.0,0.0,74.62
padded,-119.40632152557373,2,0.0,97871.0,0.0,73.54
padded,-119.40632152557373,3,0.0,97871.0,0.0,74.32
padded,-119.2063217163086,0,0.0,97871.0,0.0,73.37
padded,-119.2063217163086,1,0.0,97871.0,0.0,74.61
padded,-119.2063217163086,2,0.0,97871.0,0.0,73.52
padded,-119.20532155036926,3,0.0,97871.0,0.0,74.34
padded,-119.00532150268555,0,0.0,97871.0,0.0,73.37
padded,-119.00532150268555,1,0.0,97871.0,0.0,74.62
padded,-119.00532150268555,2,0.0,97871.0,0.0,73.54
padded,-119.00532150268555,3,0.0,97871.0,0.0,74.31
padded,-118.80532169342041,0,0.0,97871.0,0.0,73.33
padded,-118.80532169342041,1,0.0,97871.0,0.0,74.62
padded,-118.80532169342041,2,0.0,97871.0,0.0,73.56
padded,-118.80532169342041,3,0.0,97871.0,0.0,74.33
padded,-118.6053216457367,0,0.0,97871.0,0.0,73.37
padded,-118.6053216457367,1,0.0,97871.0,0.0,74.62
padded,-118.6053216457367,2,0.0,97871.0,0.0,73.6
padded,-118.6053216457367,3,0.0,97871.0,0.0,74.34
padded,-118.40432167053223,0,0.0,97871.0,0.0,73.41
padded,-118.40432167053223,1,0.0,97871.0,0.0,74.62
padded,-118.40432167053223,2,0.0,97871.0,0.0,73.6
padded,-118.40432167053223,3,0.0,97871.0,0.0,74.32
padded,-118.20432162284851,0,0.0,97871.0,0.0,73.38
padded,-118.20432162284851,1,0.0,97871.0,0.0,74.62
padded,-118.20432162284851,2,0.0,97871.0,0.0,73.62
padded,-118.20432162284851,3,0.0,97871.0,0.0,74.28
padded,-118.0043215751648,0,0.0,97871.0,0.0,73.37
padded,-118.0043215751648,1,0.0,97871.0,0.0,74.6
padded,-118.0043215751648,2,0.0,97871.0,0.0,73.59
padded,-118.0043215751648,3,0.0,97871.0,0.0,74.29
padded,-117.80432152748108,0,0.0,97871.0,0.0,73.37
padded,-117.80332159996033,1,0.0,97871.0,0.0,74.6
padded,-117.80332159996033,2,0.0,97871.0,0.0,73.54
padded,-117.80332159996033,3,0.0,97871.0,0.0,74.31
padded,-117.60332155227661,0,0.0,97871.0,0.0,73.35
padded,-117.60332155227661,1,0.0,97871.0,0.0,74.6
padded,-117.60332155227661,2,0.0,97871.0,0.0,73.51
padded,-117.60332155227661,3,0.0,97871.0,0.0,74.28
padded,-117.4033215045929,0,0.0,97871.0,0.0,73.28
padded,-117.4033215045929,1,0.0,97871.0,0.0,74.59
padded,-117.4033215045929,2,0.0,97871.0,0.0,73.49
padded,-117.4033215045929,3,0.0,97871.0,0.0,74.23
padded,-117.20332169532776,0,0.0,97871.0,0.0,73.29
padded,-117.20232152938843,1,0.0,97871.0,0.0,74.59
padded,-117.20232152938843,2,0.0,97871.0,0.0,73.47
padded,-117.20232152938843,3,0.0,97871.0,0.0,74.24
padded,-117.00232172012329,0,0.0,97871.0,0.0,73.28
padded,-117.00232172012329,1,0.0,97871.0,0.0,74.61
padded,-117.00232172012329,2,0.0,97871.0,0.0,73.5
padded,-117.00232172012329,3,0.0,97871.0,0.0,74.26
padded,-116.80232167243958,0,0.0,97871.0,0.0,73.27
padded,-116.80232167243958,1,0.0,97871.0,0.0,74.6
padded,-116.80232167243958,2,0.0,97871.0,0.0,73.5
padded,-116.80232167243958,3,0.0,97871.0,0.0,74.25
padded,-116.60232162475586,0,0.0,97871.0,0.0,73.23
padded,-116.60132169723511,1,0.0,97871.0,0.0,74.63
padded,-116.60132169723511,2,0.0,97871.0,0.0,73.49
padded,-116.60132169723511,3,0.0,97871.0,0.0,74.23
padded,-116.40132164955139,0,0.0,97871.0,0.0,73.27
padded,-116.40132164955139,1,0.0,97871.0,0.0,74.64
padded,-116.40132164955139,2,0.0,97871.0,0.0,73.49
padded,-116.40132164955139,3,0.0,97871.0,0.0,74.24
padded,-116.20132160186768,0,0.0,97871.0,0.0,73.28
padded,-116.20132160186768,1,0.0,97871.0,0.0,74.65
padded,-116.20132160186768,2,0.0,97871.0,0.0,73.47
padded,-116.20132160186768,3,0.0,97871.0,0.0,74.26
padded,-116.00132155418396,0,0.0,97871.0,0.0,73.28
padded,-116.00132155418396,1,0.0,97871.0,0.0,74.62
padded,-116.00132155418396,2,0.0,97871.0,0.0,73.46
padded,-116.00132155418396,3,0.0,97871.0,0.0,74.27
padded,-115.80032157897949,0,0.0,97871.0,0.0,73.26
padded,-115.80032157897949,1,0.0,97871.0,0.0,74.62
padded,-115.80032157897949,2,0.0,97871.0,0.0,73.46
padded,-115.80032157897949,3,0.0,97871.0,0.0,74.24
padded,-115.60032153129578,0,0.0,97871.0,0.0,73.29
padded,-115.60032153129578,1,0.0,97871.0,0.0,74.58
padded,-115.60032153129578,2,0.0,97871.0,0.0,73.48
padded,-115.60032153129578,3,0.0,97871.0,0.0,74.24
padded,-115.40032172203064,0,0.0,97871.0,0.0,73.28
padded,-115.40032172203064,1,0.0,97871.0,0.0,74.58
padded,-115.40032172203064,2,0.0,97871.0,0.0,73.5
padded,-115.40032172203064,3,0.0,97871.0,0.0,74.28
padded,-115.19932150840759,0,0.0,97871.0,0.0,73.28
padded,-115.19932150840759,1,0.0,97871.0,0.0,74.59
padded,-115.19932150840759,2,0.0,97871.0,0.0,73.52
padded,-115.19932150840759,3,0.0,97871.0,0.0,74.3
padded,-114.99932169914246,0,0.0,97871.0,0.0,73.28
padded,-114.99932169914246,1,0.0,97871.0,0.0,74.61
padded,-114.99932169914246,2,0.0,97871.0,0.0,73.53
padded,-114.99932169914246,3,0.0,97871.0,0.0,74.29
padded,-114.79932165145874,0,0.0,97871.0,0.0,73.31
padded,-114.79932165145874,1,0.0,97871.0,0.0,74.61
padded,-114.79932165145874,2,0.0,97871.0,0.0,73.53
padded,-114.79932165145874,3,0.0,97871.0,0.0,74.26
padded,-114.59932160377502,0,0.0,97871.0,0.0,73.33
padded,-114.59832167625427,1,0.0,97871.0,0.0,74.66
padded,-114.59832167625427,2,0.0,97871.0,0.0,73.51
padded,-114.59832167625427,3,0.0,97871.0,0.0,74.29
padded,-114.39832162857056,0,0.0,97871.0,0.0,73.32
padded,-114.39832162857056,1,0.0,97871.0,0.0,74.64
padded,-114.39832162857056,2,0.0,97871.0,0.0,73.51
padded,-114.39832162857056,3,0.0,97871.0,0.0,74.33
padded,-114.19632172584534,0,0.0,97871.0,0.0,73.33
padded,-114.19632172584534,1,0.0,97871.0,0.0,74.62
padded,-114.19632172584534,2,0.0,97871.0,0.0,73.5
padded,-114.19632172584534,3,0.0,97871.0,0.0,74.29
padded,-113.99632167816162,0,0.0,97871.0,0.0,73.36
padded,-113.99632167816162,1,0.0,97871.0,0.0,74.61
padded,-113.99632167816162,2,0.0,97871.0,0.0,73.52
padded,-113.99632167816162,3,0.0,97871.0,0.0,74.25
padded,-113.79532170295715,0,0.0,97871.0,0.0,73.36
padded,-113.79532170295715,1,0.0,97871.0,0.0,74.6
padded,-113.79532170295715,2,0.0,97871.0,0.0,73.54
padded,-113.79532170295715,3,0.0,97871.0,0.0,74.29
padded,-113.59532165527344,0,0.0,97871.0,0.0,73.35
padded,-113.59532165527344,1,0.0,97871.0,0.0,74.57
padded,-113.59532165527344,2,0.0,97871.0,0.0,73.57
padded,-113.59532165527344,3,0.0,97871.0,0.0,74.31
padded,-113.39532160758972,0,0.0,97871.0,0.0,73.39
padded,-113.39532160758972,1,0.0,97871.0,0.0,74.56
padded,-113.39532160758972,2,0.0,97871.0,0.0,73.58
padded,-113.39532160758972,3,0.0,97871.0,0.0,74.26
padded,-113.195321559906,0,0.0,97871.0,0.0,73.42
padded,-113.19432163238525,1,0.0,97871.0,0.0,74.57
padded,-113.19432163238525,2,0.0,97871.0,0.0,73.6
padded,-113.19432163238525,3,0.0,97871.0,0.0,74.24
padded,-112.99432158470154,0,0.0,97871.0,0.0,73.38
padded,-112.99432158470154,1,0.0,97871.0,0.0,74.58
padded,-112.99432158470154,2,0.0,97871.0,0.0,73.56
padded,-112.99432158470154,3,0.0,97871.0,0.0,74.25
padded,-112.79432153701782,0,0.0,97871.0,0.0,73.36
padded,-112.79432153701782,1,0.0,97871.0,0.0,74.6
padded,-112.79432153701782,2,0.0,97871.0,0.0,73.53
padded,-112.79432153701782,3,0.0,97871.0,0.0,74.27
padded,-112.59432172775269,0,0.0,97871.0,0.0,73.39
padded,-112.59332156181335,1,0.0,97871.0,0.0,74.61
padded,-112.59332156181335,2,0.0,97871.0,0.0,73.54
padded,-112.59332156181335,3,0.0,97871.0,0.0,74.28
padded,-112.39332151412964,0,0.0,97871.0,0.0,73.38
padded,-112.39332151412964,1,0.0,97871.0,0.0,74.62
padded,-112.39332151412964,2,0.0,97871.0,0.0,73.54
padded,-112.39332151412964,3,0.0,97871.0,0.0,74.23
padded,-112.1933217048645,0,0.0,97871.0,0.0,73.37
padded,-112.1933217048645,1,0.0,97871.0,0.0,74.61
padded,-112.1933217048645,2,0.0,97871.0,0.0,73.56
padded,-112.1933217048645,3,0.0,97871.0,0.0,74.25
padded,-111.99332165718079,0,0.0,97871.0,0.0,73.36
padded,-111.99232172966003,1,0.0,97871.0,0.0,74.6
padded,-111.99232172966003,2,0.0,97871.0,0.0,73.58
padded,-111.99232172966003,3,0.0,97871.0,0.0,74.25
padded,-111.79232168197632,0,0.0,97871.0,0.0,73.36
padded,-111.79232168197632,1,0.0,97871.0,0.0,74.57
padded,-111.79232168197632,2,0.0,97871.0,0.0,73.62
padded,-111.79232168197632,3,0.0,97871.0,0.0,74.23
padded,-111.5923216342926,0,0.0,97871.0,0.0,73.32
padded,-111.5923216342926,1,0.0,97871.0,0.0,74.58
padded,-111.5923216342926,2,0.0,97871.0,0.0,73.6
padded,-111.5923216342926,3,0.0,97871.0,0.0,74.18
padded,-111.39232158660889,0,0.0,97871.0,0.0,73.29
padded,-111.39232158660889,1,0.0,97871.0,0.0,74.57
padded,-111.39132165908813,2,0.0,97871.0,0.0,73.6
padded,-111.39132165908813,3,0.0,97871.0,0.0,74.18
padded,-111.19132161140442,0,0.0,97871.0,0.0,73.32
padded,-111.19132161140442,1,0.0,97871.0,0.0,74.57
padded,-111.19132161140442,2,0.0,97871.0,0.0,73.56
padded,-111.19132161140442,3,0.0,97871.0,0.0,74.2
padded,-110.9913215637207,0,0.0,97871.0,0.0,73.33
padded,-110.9913215637207,1,0.0,97871.0,0.0,74.61
padded,-110.9913215637207,2,0.0,97871.0,0.0,73.54
padded,-110.9913215637207,3,0.0,97871.0,0.0,74.21
padded,-110.79132151603699,0,0.0,97871.0,0.0,73.33
padded,-110.79132151603699,1,0.0,97871.0,0.0,74.61
padded,-110.79032158851624,2,0.0,97871.0,0.0,73.53
padded,-110.79032158851624,3,0.0,97871.0,0.0,74.18
padded,-110.59032154083252,0,0.0,97871.0,0.0,73.32
padded,-110.59032154083252,1,0.0,97871.0,0.0,74.61
padded,-110.59032154083252,2,0.0,97871.0,0.0,73.52
padded,-110.59032154083252,3,0.0,97871.0,0.0,74.18
padded,-110.39032173156738,0,0.0,97871.0,0.0,73.34
padded,-110.39032173156738,1,0.0,97871.0,0.0,74.63
padded,-110.39032173156738,2,0.0,97871.0,0.0,73.52
padded,-110.39032173156738,3,0.0,97871.0,0.0,74.23
padded,-110.19032168388367,0,0.0,97871.0,0.0,73.31
padded,-110.19032168388367,1,0.0,97871.0,0.0,74.61
padded,-110.19032168388367,2,0.0,97871.0,0.0,73.53
padded,-110.18932151794434,3,0.0,97871.0,0.0,74.25
padded,-109.9893217086792,0,0.0,97871.0,0.0,73.28
padded,-109.9893217086792,1,0.0,97871.0,0.0,74.61
padded,-109.9893217086792,2,0.0,97871.0,0.0,73.54
padded,-109.9893217086792,3,0.0,97871.0,0.0,74.23
padded,-109.78932166099548,0,0.0,97871.0,0.0,73.28
padded,-109.78932166099548,1,0.0,97871.0,0.0,74.59
padded,-109.78932166099548,2,0.0,97871.0,0.0,73.5
padded,-109.78932166099548,3,0.0,97871.0,0.0,74.25
padded,-109.58932161331177,0,0.0,97871.0,0.0,73.34
padded,-109.58932161331177,1,0.0,97871.0,0.0,74.58
padded,-109.58932161331177,2,0.0,97871.0,0.0,73.51
padded,-109.58832168579102,3,0.0,97871.0,0.0,74.29
padded,-109.3883216381073,0,0.0,97871.0,0.0,73.36
padded,-109.3883216381073,1,0.0,97871.0,0.0,74.58
padded,-109.3883216381073,2,0.0,97871.0,0.0,73.49
padded,-109.3883216381073,3,0.0,97871.0,0.0,74.31
padded,-109.18832159042358,0,0.0,97871.0,0.0,73.34
padded,-109.18832159042358,1,0.0,97871.0,0.0,74.6
padded,-109.18832159042358,2,0.0,97871.0,0.0,73.5
padded,-109.18832159042358,3,0.0,97871.0,0.0,74.31
padded,-108.98832154273987,0,0.0,97871.0,0.0,73.38
padded,-108.98832154273987,1,0.0,97871.0,0.0,74.61
padded,-108.98832154273987,2,0.0,97871.0,0.0,73.49
padded,-108.98832154273987,3,0.0,97871.0,0.0,74.26
padded,-108.7873215675354,0,0.0,97871.0,0.0,73.38
padded,-108.7873215675354,1,0.0,97871.0,0.0,74.61
padded,-108.7873215675354,2,0.0,97871.0,0.0,73.53
padded,-108.7873215675354,3,0.0,97871.0,0.0,74.25
padded,-108.58732151985168,0,0.0,97871.0,0.0,73.36
padded,-108.58732151985168,1,0.0,97871.0,0.0,74.62
padded,-108.58732151985168,2,0.0,97871.0,0.0,73.53
padded,-108.58732151985168,3,0.0,97871.0,0.0,74.28
padded,-108.38732171058655,0,0.0,97871.0,0.0,73.35
padded,-108.38732171058655,1,0.0,97871.0,0.0,74.64
padded,-108.38732171058655,2,0.0,97871.0,0.0,73.54
padded,-108.38732171058655,3,0.0,97871.0,0.0,74.29
padded,-108.18632173538208,0,0.0,97871.0,0.0,73.39
padded,-108.18632173538208,1,0.0,97871.0,0.0,74.63
padded,-108.18632173538208,2,0.0,97871.0,0.0,73.53
padded,-108.18632173538208,3,0.0,97871.0,0.0,74.25
padded,-107.98632168769836,0,0.0,97871.0,0.0,73.39
padded,-107.98632168769836,1,0.0,97871.0,0.0,74.61
padded,-107.98632168769836,2,0.0,97871.0,0.0,73.54
padded,-107.98632168769836,3,0.0,97871.0,0.0,74.29
padded,-107.78632164001465,0,0.0,97871.0,0.0,73.36
padded,-107.78632164001465,1,0.0,97871.0,0.0,74.59
padded,-107.78632164001465,2,0.0,97871.0,0.0,73.53
padded,-107.78632164001465,3,0.0,97871.0,0.0,74.34
padded,-107.58632159233093,0,0.0,97871.0,0.0,73.34
padded,-107.58532166481018,1,0.0,97871.0,0.0,74.58
padded,-107.58532166481018,2,0.0,97871.0,0.0,73.51
padded,-107.58532166481018,3,0.0,97871.0,0.0,74.3
padded,-107.38532161712646,0,0.0,97871.0,0.0,73.36
padded,-107.38532161712646,1,0.0,97871.0,0.0,74.57
padded,-107.38532161712646,2,0.0,97871.0,0.0,73.51
padded,-107.38532161712646,3,0.0,97871.0,0.0,74.27
padded,-107.18532156944275,0,0.0,97871.0,0.0,73.34
padded,-107.18532156944275,1,0.0,97871.0,0.0,74.57
padded,-107.18532156944275,2,0.0,97871.0,0.0,73.56
padded,-107.18532156944275,3,0.0,97871.0,0.0,74.25
padded,-106.98532152175903,0,0.0,97871.0,0.0,73.33
padded,-106.98532152175903,1,0.0,97871.0,0.0,74.57
padded,-106.98432159423828,2,0.0,97871.0,0.0,73.56
padded,-106.98432159423828,3,0.0,97871.0,0.0,74.27
padded,-106.78432154655457,0,0.0,97871.0,0.0,73.38
padded,-106.78432154655457,1,0.0,97871.0,0.0,74.58
padded,-106.78432154655457,2,0.0,97871.0,0.0,73.56
padded,-106.78432154655457,3,0.0,97871.0,0.0,74.26
padded,-106.58432173728943,0,0.0,97871.0,0.0,73.43
padded,-106.58432173728943,1,0.0,97871.0,0.0,74.59
padded,-106.58432173728943,2,0.0,97871.0,0.0,73.58
padded,-106.58432173728943,3,0.0,97871.0,0.0,74.22
padded,-106.38432168960571,0,0.0,97871.0,0.0,73.38
padded,-106.38432168960571,1,0.0,97871.0,0.0,74.6
padded,-106.38432168960571,2,0.0,97871.0,0.0,73.55
padded,-106.38432168960571,3,0.0,97871.0,0.0,74.21
padded,-106.18332171440125,0,0.0,97871.0,0.0,73.37
padded,-106.18332171440125,1,0.0,97871.0,0.0,74.59
padded,-106.18332171440125,2,0.0,97871.0,0.0,73.51
padded,-106.18332171440125,3,0.0,97871.0,0.0,74.23
padded,-105.98332166671753,0,0.0,97871.0,0.0,73.38
padded,-105.98332166671753,1,0.0,97871.0,0.0,74.6
