timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_watts
2026/09/26 01:01:05.729, 0, 0, 97871, 0, 98.99
2026/09/26 01:01:05.733, 1, 0, 97871, 0, 78.44
2026/09/26 01:01:05.736, 2, 0, 97871, 0, 78.06
2026/09/26 01:01:05.740, 3, 0, 97871, 0, 79.58
2026/09/26 01:01:05.943, 0, 0, 97871, 0, 90.37
2026/09/26 01:01:05.943, 1, 0, 97871, 0, 78.18
2026/09/26 01:01:05.943, 2, 0, 97871, 0, 77.68
2026/09/26 01:01:05.943, 3, 0, 97871, 0, 79.19
2026/09/26 01:01:06.144, 0, 0, 97871, 0, 80.44
2026/09/26 01:01:06.144, 1, 0, 97871, 0, 77.95
2026/09/26 01:01:06.144, 2, 0, 97871, 0, 77.31
2026/09/26 01:01:06.144, 3, 0, 97871, 0, 78.91
2026/09/26 01:01:06.344, 0, 0, 97871, 0, 75.14
2026/09/26 01:01:06.344, 1, 0, 97871, 0, 77.69
2026/09/26 01:01:06.344, 2, 0, 97871, 0, 76.95
2026/09/26 01:01:06.344, 3, 0, 97871, 0, 78.64
2026/09/26 01:01:06.544, 0, 0, 97871, 0, 74.88
2026/09/26 01:01:06.544, 1, 0, 97871, 0, 77.46
2026/09/26 01:01:06.544, 2, 0, 97871, 0, 76.73
2026/09/26 01:01:06.544, 3, 0, 97871, 0, 78.41
2026/09/26 01:01:06.744, 0, 0, 97871, 0, 74.62
2026/09/26 01:01:06.744, 1, 0, 97871, 0, 77.24
2026/09/26 01:01:06.744, 2, 0, 97871, 0, 76.47
2026/09/26 01:01:06.744, 3, 0, 97871, 0, 78.18
2026/09/26 01:01:06.944, 0, 0, 97871, 0, 74.37
2026/09/26 01:01:06.945, 1, 0, 97871, 0, 77.08
2026/09/26 01:01:06.945, 2, 0, 97871, 0, 76.23
2026/09/26 01:01:06.945, 3, 0, 97871, 0, 78.00
2026/09/26 01:01:07.145, 0, 0, 97871, 0, 74.18
2026/09/26 01:01:07.145, 1, 0, 97871, 0, 76.99
2026/09/26 01:01:07.145, 2, 0, 97871, 0, 76.06
2026/09/26 01:01:07.145, 3, 0, 97871, 0, 77.82
